STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,BE,Belgium,2015,,561,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,BE,Belgium,2016,,540,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,BE,Belgium,2017,,561,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,BE,Belgium,2018,,544,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,BE,Belgium,2019,,554,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,BE,Belgium,2020,,534,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,BE,Belgium,2021,,502,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,BE,Belgium,2022,,478,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,BE,Belgium,2023,,460,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,BE,Belgium,2024,,497,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,BG,Bulgaria,2015,,573,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,BG,Bulgaria,2016,,571,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,BG,Bulgaria,2017,,520,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,BG,Bulgaria,2018,,407,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,BG,Bulgaria,2019,,434,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,BG,Bulgaria,2020,,432,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,BG,Bulgaria,2021,,400,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,BG,Bulgaria,2022,,411,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,BG,Bulgaria,2023,,377,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,BG,Bulgaria,2024,,394,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CH,Switzerland,2015,,303,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CH,Switzerland,2016,,308,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CH,Switzerland,2017,,325,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CH,Switzerland,2018,,332,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CH,Switzerland,2019,,337,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CH,Switzerland,2020,,350,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CH,Switzerland,2021,,299,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CH,Switzerland,2022,,302,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CH,Switzerland,2023,,355,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CY,Cyprus,2015,,40,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CY,Cyprus,2016,,40,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CY,Cyprus,2017,,37,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CY,Cyprus,2018,,35,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CY,Cyprus,2019,,35,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CY,Cyprus,2020,,33,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CY,Cyprus,2021,,33,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CY,Cyprus,2022,,31,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CY,Cyprus,2023,,29,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CY,Cyprus,2024,,26,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CZ,Czechia,2015,,334,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CZ,Czechia,2016,,313,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CZ,Czechia,2017,,277,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CZ,Czechia,2018,,257,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CZ,Czechia,2019,,260,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CZ,Czechia,2020,,264,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CZ,Czechia,2021,,280,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CZ,Czechia,2022,,270,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CZ,Czechia,2023,,315,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,CZ,Czechia,2024,,325,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,DE,Germany,2015,,2601,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,DE,Germany,2016,,2828,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,DE,Germany,2017,,2585,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,DE,Germany,2018,,2375,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,DE,Germany,2019,,2874,,be,"break in time series, estimated",,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,DE,Germany,2020,,3144,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,DE,Germany,2021,,3357,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,DE,Germany,2022,,3549,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,DE,Germany,2023,,3526,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,DE,Germany,2024,,3377,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,DK,Denmark,2015,,190,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,DK,Denmark,2016,,167,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,DK,Denmark,2017,,178,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,DK,Denmark,2018,,179,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,DK,Denmark,2019,,158,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,DK,Denmark,2020,,152,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,DK,Denmark,2021,,158,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,DK,Denmark,2022,,156,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,DK,Denmark,2023,,171,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,DK,Denmark,2024,,182,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EA20,Euro area – 20 countries (from 2023),2015,,16037,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EA20,Euro area – 20 countries (from 2023),2016,,16046,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EA20,Euro area – 20 countries (from 2023),2017,,15273,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EA20,Euro area – 20 countries (from 2023),2018,,14793,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EA20,Euro area – 20 countries (from 2023),2019,,14807,,be,"break in time series, estimated",,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EA20,Euro area – 20 countries (from 2023),2020,,15120,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EA20,Euro area – 20 countries (from 2023),2021,,15328,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EA20,Euro area – 20 countries (from 2023),2022,,15792,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EA20,Euro area – 20 countries (from 2023),2023,,15649,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EE,Estonia,2015,,54,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EE,Estonia,2016,,48,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EE,Estonia,2017,,47,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EE,Estonia,2018,,43,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EE,Estonia,2019,,50,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EE,Estonia,2020,,44,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EE,Estonia,2021,,45,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EE,Estonia,2022,,43,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EE,Estonia,2023,,49,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EE,Estonia,2024,,44,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EL,Greece,2015,,708,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EL,Greece,2016,,692,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EL,Greece,2017,,677,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EL,Greece,2018,,621,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EL,Greece,2019,,573,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EL,Greece,2020,,559,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EL,Greece,2021,,577,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EL,Greece,2022,,491,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EL,Greece,2023,,480,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,ES,Spain,2015,,2829,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,ES,Spain,2016,,2817,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,ES,Spain,2017,,2661,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,ES,Spain,2018,,2542,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,ES,Spain,2019,,2571,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,ES,Spain,2020,,2608,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,ES,Spain,2021,,2750,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,ES,Spain,2022,,2604,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,ES,Spain,2023,,2768,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,ES,Spain,2024,,2756,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EU27_2020,European Union - 27 countries (from 2020),2015,,22249,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EU27_2020,European Union - 27 countries (from 2020),2016,,22072,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EU27_2020,European Union - 27 countries (from 2020),2017,,20432,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EU27_2020,European Union - 27 countries (from 2020),2018,,19300,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EU27_2020,European Union - 27 countries (from 2020),2019,,19097,,be,"break in time series, estimated",,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EU27_2020,European Union - 27 countries (from 2020),2020,,19360,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EU27_2020,European Union - 27 countries (from 2020),2021,,19640,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EU27_2020,European Union - 27 countries (from 2020),2022,,20014,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,EU27_2020,European Union - 27 countries (from 2020),2023,,19904,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,FI,Finland,2015,,156,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,FI,Finland,2016,,152,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,FI,Finland,2017,,162,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,FI,Finland,2018,,170,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,FI,Finland,2019,,147,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,FI,Finland,2020,,152,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,FI,Finland,2021,,138,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,FI,Finland,2022,,155,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,FI,Finland,2023,,144,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,FI,Finland,2024,,178,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,FR,France,2015,,3020,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,FR,France,2016,,3248,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,FR,France,2017,,3196,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,FR,France,2018,,3253,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,FR,France,2019,,3194,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,FR,France,2020,,3138,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,FR,France,2021,,2934,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,FR,France,2022,,3709,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,FR,France,2023,,3552,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,HR,Croatia,2014,,225,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,HR,Croatia,2015,,192,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,HR,Croatia,2016,,182,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,HR,Croatia,2017,,179,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,HR,Croatia,2018,,159,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,HR,Croatia,2019,,134,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,HR,Croatia,2020,,126,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,HR,Croatia,2021,,127,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,HR,Croatia,2022,,119,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,Y_LT18,Less than 18 years,THS_PER,Thousand persons,HR,Croatia,2023,,113,,b,break in time series,,
